dranghek,dranghekken
exact,exacter
jonkvrouw,jonkvrouwen
droogkap,droogkappen
wrattenzwijn,wrattenzwijnen
uithakken,uithakkend
uithakken,uithakte
uithakken,uithak
uithakken,uithakt
uithakken,uithakten
uithakken,uitgehakt
beeldmerk,beeldmerken
opstap,opstapje
opstap,opstapjes
kustplaats,kustplaatsen
hoogwerker,hoogwerkers
opstal,opstallen
epilepticus,epileptici
schoppen,schopte
schoppen,schopt
schoppen,schoppens
schoppen,schopten
schoppen,geschopt
schoppen,schoppend
verbrandingsoven,verbrandingsovens
hinderen,hindert
hinderen,hinderend
hinderen,gehinderd
hinderen,hinderden
hinderen,hinderde
M.,m.
ogenblik,ogenblikken
mallemolen,mallemolens
buur,buurtjes
buur,buurtje
buur,buren
bemiddeling,bemiddelingen
meespreken,meesprak
meespreken,meespreekt
meespreken,meespraken
meespreken,meegesproken
meespreken,meespreek
oliedom,oliedommer
oliedom,oliedomste
hoofdweg,hoofdwegen
handvat,handvatje
handvat,handvatten
duplicaat,duplicaten
maateenheid,maateenheden
matrak,matrakken
spinnijdig,spinnijdige
matras,matrassen
matras,matrasje
bewijskrachtig,bewijskrachtige
cao-partij,cao-partijen
dansstuk,dansstukken
verhandeling,verhandelingen
rookkolom,rookkolommen
eerbiedwaardig,eerbiedwaardiger
eerbiedwaardig,eerbiedwaardigst
schriftbeeld,schriftbeelden
Pruisisch,pruisisch
beslaan,besla
beslaan,beslaand
beslaan,beslaat
beslaan,besloegen
beslaan,besloeg
emotionaliteit,emotionaliteiten
unicum,unica
unicum,unicums
ME,me
dierentuin,dierentuinen
overheidsstructuur,overheidsstructuren
havenmeester,havenmeesters
MO,mo
krachtbron,krachtbronnen
queue,queues
queue,queueën
queue,queuën
MP,mp
constructief,constructiever
constructief,constructiefste
komiek,komieken
komiek,komieker
prijslijst,prijslijsten
niksnut,niksnutten
Oekraïner,oekraÏners
Oekraïner,oekraïners
Oekraïner,oekraïner
esculaap,esculapen
verdienstelijk,verdienstelijker
verdienstelijk,verdienstelijkst
uitdijen,uitdijt
uitdijen,uitdijden
uitdijen,uitgedijd
uitdijen,uitdijde
uitdijen,uitdijend
uitdijen,uitdij
katoog,katogen
lichting,lichtingen
Baskenland,baskenland
scheepsdieselmotor,scheepsdieselmotoren
stijfkop,stijfkoppen
zenuwgas,zenuwgassen
etude,etudes
NS-directie,ns-directie
stopzetting,stopzettingen
oprapen,opraapt
oprapen,oprapend
oprapen,opgeraapt
oprapen,oprapende
oprapen,opraap
oprapen,opraapten
oprapen,opraapte
vliegramp,vliegrampen
blauwbaard,blauwbaards
barricaderen,barricaderende
barricaderen,barricadeer
barricaderen,barricadeerde
barricaderen,barricadeert
barricaderen,gebarricadeerd
barricaderen,barricadeerden
barricaderen,barricaderend
entrepot,entrepots
besnoeien,besnoeiden
besnoeien,besnoeit
besnoeien,besnoei
besnoeien,besnoeid
couvert,couverten
couvert,couverts
afpingelen,afpingel
afpingelen,afgepingeld
afpingelen,afpingelde
afpingelen,afpingelt
schoonheidsideaal,schoonheidsidealen
Slowaaks,slowaaks
ondeugend,ondeugendere
ondeugend,ondeugender
ondeugend,ondeugendst
orkestratie,orkestraties
morrelen,morrel
morrelen,morrelden
morrelen,gemorreld
morrelen,morrelde
morrelen,morrelend
morrelen,morrelende
morrelen,morrelt
toiletjuffrouw,toiletjuffrouwen
compileren,compileerden
compileren,compilerende
compileren,compileert
compileren,gecompileerd
compileren,compileerde
compileren,compileer
onnodig,onnodigst
onnodig,onnodiger
onnodig,onnodigste
behouden,behielden
behouden,behield
behouden,behoudt
predikaat,predikaten
kostgeld,kostgelden
onderrok,onderrokken
oprecht,oprechter
oprecht,oprechtst
sleutelbeen,sleutelbeenderen
sleutelbeen,sleutelbenen
douane,douanen
douane,douanes
dorpeling|dorpelinge,dorpelingen
achtbaar,achtbaarder
achtbaar,achtbaarste
schipperstrui,schipperstruien
matze,matzes
rayon,rayons
dosis,dosissen
dosis,doses
gebruik,gebruiks
stekel,stekeltje
stekel,stekels
stekel,stekeltjes
steken,gestoken
steken,steekt
steken,stak
terugleggen,teruglegde
terugleggen,teruglegden
terugleggen,teruglegt
terugleggen,terugleg
terugleggen,teruggelegd
terugleggen,terugleggend
galerie,galerieËn
galerie,galeries
galerie,galerieën
deerniswekkend,deerniswekkender
deerniswekkend,deerniswekkendste
Leuvense,leuvense
Leuvense,leuvensen
STD,std
galmgat,galmgaten
stapel,stapels
demonisch,demonischere
demonisch,demonischer
waarzegster,waarzegsters
likdoren,likdorens
telecommunicatiebedrijf,telecommunicatiebedrijven
bepraten,bepraatte
bepraten,bepraat
bepraten,bepratend
bepraten,bepraatten
ontkiemen,ontkiemden
ontkiemen,ontkiemt
ontkiemen,ontkiemend
ontkiemen,ontkiem
ontkiemen,ontkiemd
opblaasboot,opblaasboten
spannend,spannendst
spannend,spannender
dubbelrol,dubbelrollen
kroonjuweel,kroonjuwelen
maagkramp,maagkrampen
bestuursvorm,bestuursvormen
apartje,apartjes
shirtreclame,shirtreclames
Oranjesupporter,oranjesupporters
Oranjesupporter,oranjesupporter
rangeren,rangerend
rangeren,gerangeerd
rangeren,rangeert
rangeren,rangeer
rangeren,rangeerde
rangeren,rangeerden
choleriek,cholerieke
zinkstuk,zinkstukken
uitreisvisum,uitreisvisa
beletten,belettend
spanningsverlies,spanningsverliezen
wegmoffelen,wegmoffel
wegmoffelen,wegmoffelt
wegmoffelen,wegmoffelden
wegmoffelen,wegmoffelde
wegmoffelen,wegmoffelend
wegmoffelen,weggemoffeld
wegmoffelen,wegmoffelende
bescheiden,bescheidener
bescheiden,bescheidenst
inquisiteur,inquisiteurs
tulp,tulpen
schuiftrompet,schuiftrompetten
Sierraleonese,sierraleonese
roomklopper,roomkloppers
gezondheidszorgvoorziening,gezondheidszorgvoorzieningen
hofstede|hofstee,hofsteden
hostie,hosties
hostie,hostiën
schilder,schilders
gelaagdheid,gelaagdheden
zadelpijn,zadelpijnen
onbevangen,onbevangener
onbevangen,onbevangenere
onbevangen,onbevangenste
suffragette,suffragettes
Lesotho,lesotho
versvoet,versvoeten
testbeeld,testbeelden
opwinden,opwonden
opwinden,opwindt
opwinden,opwond
opwinden,opwind
borstkas,borstkassen
autoband,autobanden
antitankwapen,antitankwapens
prisma,prismata
sprookjesprins,sprookjesprinsen
weger,wegers
salade,salades
lijnwaad,lijnwaden
leefpatroon,leefpatronen
Hagenaar,hagenaren
Hagenaar,haagenaars
Hagenaar,hagenaar
sponsor,sponsors
afweerreactie,afweerreacties
wegel,wegeltje
wegel,wegeltjes
wegel,wegels
keizer,keizers
keizer,keizertjes
keizer,keizertje
wegen,wogen
wegen,weegt
wegen,weeg
wegen,woog
wegen,gewogen
wegen,wegend
parkeerstrook,parkeerstroken
meekrijgen,meekregen
meekrijgen,meekreeg
meekrijgen,meekrijg
meekrijgen,meegekregen
meekrijgen,meekrijgende
meekrijgen,meekrijgt
meekrijgen,meekrijgend
bijrol,bijrollen
parttimebaan,parttimebanen
omschakelen,omschakelt
omschakelen,omgeschakeld
omschakelen,omschakelend
omschakelen,omschakel
omschakelen,omschakelden
omschakelen,omschakelde
verven,verft
verven,geverfd
verven,vervend
verven,verfde
verven,verfden
besmeren,besmeerden
besmeren,besmeert
besmeren,besmeer
besmeren,besmeerd
trauma,traumata
verkleuring,verkleuringen
echtvereniging,echtverenigingen
coffeeshop,coffeeshops
stadswal,stadswallen
opiniepeiling,opiniepeilingen
toezichthouder,toezichthouders
konkelarij,konkelarijen
praatshow,praatshows
bezopen,bezopener
bezopen,bezopenst
rijwiel,rijwielen
dissonant,dissonanten
tiener,tieners
tiener,tienertje
lettertype,lettertypes
lettertype,lettertypen
fractieleider,fractieleiders
klinker,klinkers
zetpil,zetpillen
hamel,hamels
wrong,wrongetjes
wrong,wrongetje
hamer,hamers
hamer,hamertjes
hamer,hamertje
seismoloog,seismologen
speculatie,speculaties
arbeidster,arbeidsters
klinken,klinkend
klinken,klinkt
klinken,klonk
klinken,klonken
oudoom,oudooms
spioneren,spioneerden
spioneren,spioneerde
spioneren,spionerend
spioneren,spioneer
spioneren,spioneert
spioneren,gespioneerd
damhert,damherten
spoken,spookte
spoken,spokend
spoken,spookten
spoken,spookt
spoken,gespookt
geschift,geschifter
geschift,geschiftst
geschift,geschiftere
taxirit,taxiritten
gissen,gissend
gissen,giste
gissen,gegist
vaststelling,vaststellingen
acrostichon,acrostichons
achternagaan,achternaga
achternagaan,achternagingen
achternagaan,achternagaat
achternagaan,achternagegaan
achternagaan,achternaging
boekstaven,boekstaafde
boekstaven,boekstaaf
boekstaven,boekstaaft
boekstaven,geboekstaafd
boekstaven,boekstaafden
boekstaven,boekstavend
ons,onsen
ons,onzen
paleistuin,paleistuinen
scharrelen,scharrelden
scharrelen,scharrelde
scharrelen,scharrelt
scharrelen,gescharreld
scharrelen,scharrelend
scharrelen,gescharrelde
scharrelei,scharreleieren
afbetaling,afbetalingen
knieschijf,knieschijven
vertragingstactiek,vertragingstactieken
reclasseren,gereclasseerde
reclasseren,reclasseerde
reclasseren,gereclasseerd
reclasseren,reclasseert
altviool,altviolen
driegen,driegend
driegen,gedriegd
driegen,driegt
driegen,driegden
driegen,driegde
driegen,drieg
interventie,interventies
doctoranda,doctorandae
zwakte,zwaktes
zwakte,zwakten
automatisch,automatischer
shawl,shawls
shawl,shawltje
besmetting,besmettingen
sjibbolet,sjibbolets
sluipwesp,sluipwespen
snufferd,snufferds
assembleertaal,assembleertalen
nostalgisch,nostalgischer
nostalgisch,nostalgischere
jongere,jongeren
opspatten,opgespat
opspatten,opspat
opspatten,opspattend
opspatten,opspatte
opspatten,opgespatte
vliegtuigfabriek,vliegtuigfabrieken
instampen,instampt
instampen,instamp
instampen,instampte
instampen,instampten
instampen,ingestampt
Maastrichtse,maastrichtse
Maastrichtse,maastrichtsen
Haarlemse,haarlemsen
Haarlemse,haarlemse
herhalingsoefening,herhalingsoefeningen
fietsenstalling,fietsenstallingen
ovarium,ovaria
turnen,turnend
turnen,geturnd
turnen,turnt
turnen,turn
turnen,turnde
turnen,turnden
pakking,pakkingen
verpakking,verpakkingen
startraket,startraketten
wereldrecord,wereldrecords
conjunctuur,conjuncturen
schraapzuchtig,schraapzuchtige
broederschap,broederschappen
christusdoorn,christusdoorns
studiecentrum,studiecentra
studiecentrum,studiecentrums
tuchtraad,tuchtraden
zon,zonnetjes
zon,zonnetje
getijdentabel,getijdentabellen
zot,zotst
zot,zotten
zot,zotter
vooruitsteken,vooruitsteekt
vooruitsteken,vooruitstekend
vooruitsteken,vooruitgestoken
vooruitsteken,vooruitsteek
vooruitsteken,vooruitstaken
vooruitsteken,vooruitstak
terminaal,terminaler
printer,printers
politie-eenheid,politie-eenheden
buffer,buffers
vuurtoren,vuurtorens
buffet,buffetje
buffet,buffetten
gewagen,gewaagt
gewagen,gewaagden
gewagen,gewaag
gewagen,gewagende
gewagen,gewagend
buffel,buffeltjes
buffel,buffels
buffel,buffeltje
printen,printten
printen,printend
printen,geprint
printen,printte
vervoeren,vervoerend
vervoeren,vervoerd
vervoeren,vervoerden
vervoeren,vervoert
windbuil,windbuilen
omwikkelen,omwikkel
omwikkelen,omgewikkeld
omwikkelen,omwikkelt
omwikkelen,omwikkelden
omwikkelen,omwikkelend
omwikkelen,omwikkeld
omwikkelen,omgewikkelde
Picardisch,picardisch
plunjezak,plunjezakken
trottoir,trottoirtje
trottoir,trottoirtjes
trottoir,trottoirs
stimulator,stimulators
stimulator,stimulatoren
bijenhouder,bijenhouders
opspringen,opspringend
opspringen,opsprong
opspringen,opsprongen
opspringen,opspring
opspringen,opspringt
opspringen,opgesprongen
gaffelzeil,gaffelzeilen
liedjesschrijver,liedjesschrijvers
terugroepen,terugroept
terugroepen,terugriepen
terugroepen,teruggeroepen
terugroepen,terugroep
terugroepen,terugroepend
terugroepen,terugriep
preciseren,preciseerden
preciseren,preciseerde
preciseren,preciseer
preciseren,gepreciseerd
preciseren,preciseert
preciseren,preciserend
opbellen,opgebeld
opbellen,opbelde
opbellen,opbel
opbellen,opbelden
opbellen,opbellend
opbellen,opbelt
regeerakkoord,regeerakkoorden
benieuwen,benieuw
benieuwen,benieuwden
benieuwen,benieuwt
benieuwen,benieuwend
hakballetje,hakballetjes
lodderoog,lodderogen
verklaring,verklaringen
smetteloos,smettelooste
smetteloos,smettelozer
bondscoach,bondscoaches
bezemwagen,bezemwagens
RIZIV,riziv
wittebrood,wittebroden
schifting,schiftingen
romanticus,romantici
wasmand,wasmanden
pezen,gepeesd
pezen,peest
pezen,pezend
pezen,peesde
pezen,peesden
pezen,pezende
teerhartig,teerhartiger
afhaalrestaurant,afhaalrestaurants
perssinaasappel,perssinaasappels
perssinaasappel,perssinaasappelen
verbeuren,verbeurden
verbeuren,verbeur
verbeuren,verbeurd
verbeuren,verbeurende
verbeuren,verbeurt
retraite,retraites
paasklok,paasklokken
televisiejournalist,televisiejournaliste
televisiejournalist,televisiejournalisten
recombinant,recombinanten
Korinthe,korinthe
deprimeren,deprimeerde
deprimeren,deprimeer
deprimeren,deprimeert
deprimeren,deprimeerden
conjunctuurgevoelig,conjunctuurgevoeliger
conjunctuurgevoelig,conjunctuurgevoeligere
trappist,trappisten
zwemvogel,zwemvogels
regenboogvlies,regenboogvliezen
secondewijzer,secondewijzers
zenuwcentrum,zenuwcentra
corruptieschandaal,corruptieschandalen
pensioengeld,pensioengelden
koortsig,koortsiger
vendel,vendels
betaalmiddel,betaalmiddelen
opbinden,opbind
opbinden,opgebonden
opbinden,opbindt
opbinden,opbond
opbinden,opbindende
opbinden,opbonden
werkloosheidscijfer,werkloosheidscijfers
kilometer,kilometers
aandrijven,aangedreven
aandrijven,aandreven
aandrijven,aandreef
aandrijven,aandrijvend
aandrijven,aandrijft
aandrijven,aandrijf
kunstschilder,kunstschilders
wielrijdster,wielrijdsters
computersimulatie,computersimulaties
Sardijn,sardijnen
Sardijn,sardijn
lanceerinrichting,lanceerinrichtingen
verlicht,verlichter
verlicht,verlichtste
verlicht,verlichtere
advokatenkollektief,advokatenkollektieven
bidprentje,bidprentjes
beeldscherm,beeldschermen
improvisatie,improvisatietjes
improvisatie,improvisaties
improvisatie,improvisatietje
flippen,flipt
flippen,flippend
flippen,flip
flippen,flipte
flippen,flipten
subsidieverlening,subsidieverleningen
ruimdenkend,ruimdenkendere
ruimdenkend,ruimdenkender
ruimdenkend,ruimdenkendst
paring,paringen
flipper,flippers
aalmoes,aalmoezen
baden,badend
baden,baadde
baden,baadden
baden,gebaad
baden,baadt
baden,baad
ruststand,ruststanden
veronachtzamen,veronachtzaamden
veronachtzamen,veronachtzamende
veronachtzamen,veronachtzaamt
veronachtzamen,veronachtzaam
veronachtzamen,veronachtzamend
veronachtzamen,veronachtzaamd
bader,baders
ochtendhumeur,ochtendhumeuren
gemelijk,gemelijker
titel,titeltje
titel,titeltjes
titel,titels
zegelboekje,zegelboekjes
demonstrant|demonstrante,demonstranten
Corsicaans,corsicaans
wesp,wespen
corrigeren,corrigerend
corrigeren,gecorrigeerd
corrigeren,corrigeert
corrigeren,corrigeer
corrigeren,corrigeerde
corrigeren,corrigeerden
machtsverhouding,machtsverhoudingen
hulpvaardig,hulpvaardiger
hulpvaardig,hulpvaardigste
hulpvaardig,hulpvaardigere
Patras,patras
plengen,plengt
plengen,geplengd
plengen,plengden
plengen,pleng
plengen,plengde
plengen,plengend
onderzoekscommissie,onderzoekscommissies
langzaam-aan-actie,langzaam-aan-acties
brandend,brandender
brandend,brandendst
abject,abjectere
abject,abjecter
abject,abjectst
Bourgondië,bourgondiË
Bourgondië,bourgondië
wegzinken,wegzink
wegzinken,weggezonken
wegzinken,wegzonken
wegzinken,wegzonk
wegzinken,wegzinkend
wegzinken,wegzinkt
dagschotel,dagschotels
krottenbuurt,krottenbuurten
motorfiets,motorfietsen
buiig,buiiger
metropool,metropolen
enquêteformulier,enquêteformulieren
krukas,krukassen
betuigen,betuigden
betuigen,betuig
betuigen,betuigt
betuigen,betuigend
betuigen,betuigd
correspondent|correspondente,correspondenten
gespannen,gespannener
geest,geestes
geest,geesten
porren,porrend
porren,porden
porren,porde
porren,gepord
bondgenoot,bondgenoten
shagje,shagjes
machtsmiddel,machtsmiddelen
uitjouwen,uitjouw
uitjouwen,uitjouwden
uitjouwen,uitjouwt
uitjouwen,uitgejouwd
uitjouwen,uitgejouwde
uitjouwen,uitjouwde
ceintuur,ceintuurs
ceintuur,ceintuurtjes
ceintuur,ceinturen
ceintuur,ceintuurtje
signatuur,signaturen
borduren,geborduurd
borduren,borduurt
borduren,bordurend
borduren,borduur
borduren,borduurden
borduren,borduurde
molensteen,molenstenen
medewerker,medewerkers
zinsdeel,zinsdelen
Passiezondag,passiezondag
schuilgaan,schuilging
schuilgaan,schuilgaand
schuilgaan,schuilgingen
schuilgaan,schuilgaat
schuilgaan,schuilgegaan
ijveraar,ijveraars
eerstehulppost,eerstehulpposten
korenveld,korenvelden
keutelen,keutelden
keutelen,gekeuteld
keutelen,keutelend
keutelen,keutelde
keutelen,keutelende
keutelen,keutelt
brassen,brasten
brassen,braste
brassen,gebrast
brassen,brast
brassen,brassend
ritueel,rituelen
PVBA,pvba
behoeden,behoed
behoeden,behoedden
behoeden,behoedt
behoeden,behoedend
behoeden,behoedde
IRA,ira
doctoraal,doctoraals
Nederlandssprekend,nederlandssprekend
poetslap,poetslappen
lomperd,lomperds
kraakpand,kraakpanden
Sallands,sallands
Mongools,mongools
najagen,najaag
najagen,najagend
najagen,najoeg
najagen,najaagden
najagen,najaagde
najagen,nagejaagd
najagen,najoegen
najagen,najaagt
berichten,berichtte
berichten,berichtend
berichten,berichtten
optellen,optellend
optellen,optelt
optellen,opgeteld
optellen,optel
optellen,optelden
optellen,optelde
NAP,nap
VAKA,vaka
fysicus,fysici
BOB,bob
recyclen,gerecycled
etsplaat,etsplaten
karakterloos,karakterlozer
schorseneer,schorseneren
rover,rovertjes
rover,rovers
rover,rovertje
tovenaar,tovenaartjes
tovenaar,tovenaren
tovenaar,tovenaars
tovenaar,tovenaartje
rechtszitting,rechtszittingen
generator,generators
generator,generatoren
ondraaglijk,ondraaglijkst
ondraaglijk,ondraaglijkste
ondraaglijk,ondraaglijker
ondraaglijk,ondraaglijkere
ophitsen,ophitsend
ophitsen,ophitste
ophitsen,ophits
ophitsen,ophitst
ophitsen,opgehitst
ophitsen,ophitsten
pionier,pioniers
drukvat,drukvaten
vriezen,vroos
vriezen,vroor
vriezen,gevrozen
vriezen,gevroren
vriezen,vroren
vriezen,vrozen
vriezen,vriest
vriezen,vries
vriezen,vriezend
redeloos,redelozer
redeloos,redelooste
roven,roofde
roven,roofden
roven,rovend
roven,geroofd
roven,rooft
draaitafel,draaitafels
deelgemeente,deelgemeentes
deelgemeente,deelgemeenten
categorie,categorieËn
categorie,categorieën
cedille,cedilles
poederdoos,poederdoosjes
poederdoos,poederdozen
poederdoos,poederdoosje
vinken,vinkt
vinken,vinkte
vinken,vinkten
vinken,gevinkte
vinken,gevinkt
vinken,vinkende
afgelasten,afgelastten
afgelasten,afgelast
afgelasten,afgelastte
Dalmatische,dalmatische
lodderig,lodderige
lodderig,lodderiger
installeren,installeerden
installeren,geïnstalleerd
installeren,installeert
installeren,installeer
installeren,geÏnstalleerd
installeren,installerend
installeren,installeerde
eindcijfer,eindcijfers
zakenvrouw,zakenvrouwen
oehoe,oehoetje
oehoe,oehoetjes
oehoe,oehoes
Rijns,rijns
opstootje,opstootjes
illusie,illusies
aanmatigen,aanmatig
aanmatigen,aanmatigde
aanmatigen,aanmatigden
aanmatigen,aangematigde
aanmatigen,aangematigd
aanmatigen,aanmatigt
halfbroeder,halfbroeders
verkoelen,verkoel
verkoelen,verkoeld
verkoelen,verkoelden
verkoelen,verkoelt
verkoelen,verkoelend
aandelenmarkt,aandelenmarkten
uitvoeringspraktijk,uitvoeringspraktijken
ademloos,ademlozer
partnerland,partnerlanden
BTW-tarief,btw-tarieven
BTW-tarief,btw-tarief
eindgebruiker,eindgebruikers
overdonderen,overdonder
overdonderen,overdonderd
overdonderen,overdonderden
overdonderen,overdondert
overdonderen,overdonderend
Liberiaanse,liberiaanse
Liberiaanse,liberiaansen
blow-out,blow-outs
meisje,meisjes
druppen,druppend
druppen,drupt
druppen,drupte
druppen,drupten
druppen,gedrupt
druppel,druppeltjes
druppel,druppeltje
druppel,druppels
energieheffing,energieheffingen
motorjacht,motorjachten
schub|schubbe,schubbetjes
schub|schubbe,schubben
schub|schubbe,schubbetje
konijn,konijntjes
konijn,konijnen
konijn,konijntje
losprijs,losprijzen
booreiland,booreilanden
kwaliteitsnorm,kwaliteitsnormen
meniscus,meniscussen
graag,grager
graag,graagst
graad,graads
graad,graadje
graad,graadjes
graad,graden
schoren,schorende
schoren,schoorde
schoren,schoorden
schoren,geschoord
schoren,schoort
graan,graantje
graan,granen
graan,graantjes
mensa,mensae
eiwit,eiwitten
minderheidsstandpunt,minderheidsstandpunten
postagentschap,postagentschappen
persbericht,persberichten
warenwet,warenwetten
binnenbrengen,binnenbrengt
binnenbrengen,binnenbreng
binnenbrengen,binnenbrengende
binnenbrengen,binnengebracht
binnenbrengen,binnenbrengend
binnenbrengen,binnenbrachten
binnenbrengen,binnenbracht
verstandig,verstandigst
verstandig,verstandiger
